dimension,lattice_size,alpha,gamma,g^4,D(p),error,p,acceptance_rate,warmup_steps,production_steps,sample_every,base_leapfrog_steps,base_seed,retained_configurations,seed
3,32,1.0,1.0,10.0,0.19329435152065672,0.0026971260976863093,3.9269908169872414,0.9602571428571428,10000,70000,10,30,,7000,2797671977
3,32,1.0,1.0,10.0,0.2069424748353689,0.003262707181007352,4.123340357836604,0.9602571428571428,10000,70000,10,30,,7000,2797671977
3,32,1.0,1.0,10.0,0.2220110858452749,0.0032052851143499466,4.319689898685965,0.9602571428571428,10000,70000,10,30,,7000,2797671977
3,32,1.0,1.0,10.0,0.24467883286080988,0.0032124095610685786,4.516039439535327,0.9602571428571428,10000,70000,10,30,,7000,2797671977
3,32,1.0,1.0,10.0,0.26930581452188257,0.0030452579968817434,4.71238898038469,0.9602571428571428,10000,70000,10,30,,7000,2797671977
3,32,1.0,1.0,10.0,0.3024078976237753,0.0034961351007693014,4.908738521234052,0.9602571428571428,10000,70000,10,30,,7000,2797671977
3,32,1.0,1.0,10.0,0.3323957163508733,0.004785435137603952,5.105088062083414,0.9602571428571428,10000,70000,10,30,,7000,2797671977
3,32,1.0,1.0,10.0,0.38527886928968813,0.005307940284334024,5.301437602932776,0.9602571428571428,10000,70000,10,30,,7000,2797671977
3,32,1.0,1.0,10.0,0.4377171110657024,0.0037177727808379944,5.497787143782138,0.9602571428571428,10000,70000,10,30,,7000,2797671977
3,32,1.0,1.0,10.0,0.49122829264010043,0.007224581149684181,5.6941366846315,0.9602571428571428,10000,70000,10,30,,7000,2797671977
3,32,1.0,1.0,10.0,0.5435063540113603,0.006017711134087397,5.890486225480862,0.9602571428571428,10000,70000,10,30,,7000,2797671977
3,32,1.0,1.0,10.0,0.5812972876748492,0.008826993810057235,6.086835766330224,0.9602571428571428,10000,70000,10,30,,7000,2797671977
3,32,1.0,1.0,20.0,0.43718718728808553,0.005954996610615904,0.0,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.43617028242367173,0.004460938944170764,0.19634954084936207,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.414003891245887,0.006176228078268975,0.39269908169872414,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.3925136055952225,0.006069208772307468,0.5890486225480862,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.3518705333192905,0.004500204462635988,0.7853981633974483,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.31936003478937824,0.00477379063046691,0.9817477042468103,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.2905657300365282,0.003708437431135172,1.1780972450961724,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.25806693268550895,0.003226646529769245,1.3744467859455345,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.23538418388956947,0.0017120621270946806,1.5707963267948966,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.21784771054141486,0.0031353886859254608,1.7671458676442586,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.1985930217820384,0.002689091575910199,1.9634954084936207,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.18872619639135435,0.002496307434768525,2.1598449493429825,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.17690519363462964,0.0022674447677363905,2.356194490192345,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.1693033603490222,0.0019061296137736633,2.552544031041707,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.1617320962337057,0.0017142950510461693,2.748893571891069,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.1599624034981084,0.0023498681229889543,2.945243112740431,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.15941069146526682,0.0025583372576896656,3.141592653589793,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.1599624034981084,0.0023498681229889543,3.3379421944391554,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.1617320962337057,0.0017142950510461693,3.5342917352885173,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.1693033603490222,0.0019061296137736633,3.730641276137879,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.17690519363462964,0.0022674447677363905,3.9269908169872414,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.18872619639135435,0.002496307434768525,4.123340357836604,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.19859302178203836,0.0026890915759102104,4.319689898685965,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.21784771054141486,0.0031353886859254608,4.516039439535327,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.23538418388956947,0.0017120621270946806,4.71238898038469,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.25806693268550895,0.003226646529769245,4.908738521234052,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.2905657300365282,0.003708437431135172,5.105088062083414,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.31936003478937824,0.00477379063046691,5.301437602932776,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.3518705333192905,0.004500204462635988,5.497787143782138,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.3925136055952225,0.006069208772307468,5.6941366846315,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.414003891245887,0.006176228078268975,5.890486225480862,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,20.0,0.43617028242367173,0.004460938944170764,6.086835766330224,0.9582428571428572,10000,70000,10,30,,7000,862017706
3,32,1.0,1.0,40.0,0.31972319790193904,0.005916661722396269,0.0,0.9395857142857142,10000,70000,10,30,,7000,812807124
