g^4,gamma,f,f_error,quadrature_error
0.0,1.0,0.0,0.0,0.0
0.5,1.0,0.005627708193918117,6.248011212759549e-17,6.248011212759549e-17
1.0,1.0,0.008332470376105816,9.250900463559716e-17,9.250900463559716e-17
2.0,1.0,0.017993526005287388,1.9976826865261572e-16,1.9976826865261572e-16
