g^4,gamma,f,f_error,quadrature_error
0.0,1.0,0.0,0.0,0.0
0.5,1.0,0.005627708193918116,0.0008425934997905133,0.0
1.0,1.0,0.008332470376105816,0.0008935637644350826,0.0
2.0,1.0,0.01799352600528738,0.001778694240581027,0.0
